"https://www.artic.edu/iiif/2/a28e4e8f-f072-092a-52f9-b165c97c7a0a/full/600,/0/default.jpg",Title,Year,Title_URL,Image,Artist,Decade
115,"Grey Diamond, 1955",1955,https://www.artic.edu/artworks/186682/grey-diamond,"https://www.artic.edu/iiif/2/774ca6e8-8b8e-47e5-f194-3226795c3ffc/full/600,/0/default.jpg",Ilya Bolotowsky,1950
116,"Peru – Machu Picchu, Morning Light, 1957",1957,https://www.artic.edu/artworks/158749/peru-machu-picchu-morning-light,"https://www.artic.edu/iiif/2/67b6776b-09df-bf71-72e9-5b43446906b4/full/600,/0/default.jpg",Georgia O’Keeffe,1950
117,"May Pole, Short Mountain Sanctuary, Liberty, Tennessee, from the series “Sweet Earth: Experimental Utopias in America”, May 2005",2005,https://www.artic.edu/artworks/186128/may-pole-short-mountain-sanctuary-liberty-tennessee-from-the-series-sweet-earth-experimental-utopias-in-america,"https://www.artic.edu/iiif/2/7ff6d6f0-f9ea-81d8-499e-3cbbb0a73df9/full/600,/0/default.jpg",Joel Sternfeld,2000
118,"Mr. Pointy, 2011",2011,https://www.artic.edu/artworks/229379/mr-pointy,"https://www.artic.edu/iiif/2/5fa7667c-0e32-1c68-7495-5d8615ef7d4a/full/600,/0/default.jpg",Takashi Murakami,2010
119,"White (Bianco), 1952",1952,https://www.artic.edu/artworks/84246/white-bianco,"https://www.artic.edu/iiif/2/f0c598c9-db4c-13a2-0c80-8db94af7ca2e/full/600,/0/default.jpg",Alberto Burri,1950
120,"April Reflection, 1953",1953,https://www.artic.edu/artworks/14483/april-reflection,"https://www.artic.edu/iiif/2/a8b3cd3b-7652-3aaa-ece0-c573c11639bf/full/600,/0/default.jpg",Howard Dearstyne,1950
121,"We Will Not Become What We Mean to You, 1983",1983,https://www.artic.edu/artworks/184209/we-will-not-become-what-we-mean-to-you,"https://www.artic.edu/iiif/2/0bff6231-bda5-9418-f0af-159af58a4270/full/600,/0/default.jpg",Barbara Kruger,1980
122,"Walking Man II, 1960",1960,https://www.artic.edu/artworks/23368/walking-man-ii,"https://www.artic.edu/iiif/2/2176719e-3cbc-708b-28da-e211d27e6aa4/full/843,/0/default.jpg",Alberto Giacometti,1960
123,"Untitled, 2000/01",2000,https://www.artic.edu/artworks/158461/untitled,"https://www.artic.edu/iiif/2/5f5c2382-32bd-da59-35b3-223b38e56f89/full/600,/0/default.jpg",Gregory Crewdson,2000
124,"Marilyn Monroe (Marilyn), 1967",1967,https://www.artic.edu/artworks/150044/marilyn-monroe-marilyn,"https://www.artic.edu/iiif/2/89255d96-36c4-e941-8b13-a1b165a07a49/full/600,/0/default.jpg",Andy Warhol,1960
125,"Untitled, 1963",1963,https://www.artic.edu/artworks/20326/untitled,"https://www.artic.edu/iiif/2/2331db05-1f26-26dd-1e77-15578ea95064/full/600,/0/default.jpg",Enrico Sarsini,1960
126,"Lamp in Petit Montrouge, 1950",1950,https://www.artic.edu/artworks/5273/lamp-in-petit-montrouge,"https://www.artic.edu/iiif/2/35feade1-5c50-92b2-c3fe-29f282ce5859/full/600,/0/default.jpg",Todd Webb,1950
127,"The Reflecting Pool: Collected Works, 1977–80",1972,https://www.artic.edu/artworks/108765/the-reflecting-pool-collected-works,"https://www.artic.edu/iiif/2/7672dee6-54a3-f123-2408-12617a9f3e12/full/600,/0/default.jpg",Bill Viola,1970
128,"The Dunes, Indiana, 1963",1963,https://www.artic.edu/artworks/18590/the-dunes-indiana,"https://www.artic.edu/iiif/2/50a5e5a7-28f0-c29c-50d4-7527a036f31b/full/600,/0/default.jpg",Robert Earl Wilson,1960
129,"Short Circuit, 1955",1955,https://www.artic.edu/artworks/209926/short-circuit,"https://www.artic.edu/iiif/2/42f73a1b-0653-0cc2-f35f-bc92cf40c5ba/full/600,/0/default.jpg",Robert Rauschenberg,1950
130,"Rapture, 1999",1999,https://www.artic.edu/artworks/184206/rapture,"https://www.artic.edu/iiif/2/5bf36eda-59ee-9d75-be03-8f33c6e8cf73/full/600,/0/default.jpg",Shirin Neshat,1990
131,"Nude on a Table, 2001",2001,https://www.artic.edu/artworks/158466/nude-on-a-table,"https://www.artic.edu/iiif/2/3438e064-a17a-e068-0acd-b8c80a65a815/full/600,/0/default.jpg",John Currin,2000
132,"The Tune and Also the Words, 1964",1964,https://www.artic.edu/artworks/119129/the-tune-and-also-the-words,"https://www.artic.edu/iiif/2/767f4732-e9f2-3a46-c785-b2ee7109d3aa/full/600,/0/default.jpg",René Magritte,1960
133,"Steel-Aluminum Plain, 1969",1969,https://www.artic.edu/artworks/48526/steel-aluminum-plain,"https://www.artic.edu/iiif/2/6f0afa18-6096-c95e-3835-444d8b885fd2/full/600,/0/default.jpg",Carl André,1960
134,"Untitled XI, 1975",1975,https://www.artic.edu/artworks/100830/untitled-xi,"https://www.artic.edu/iiif/2/5b47411e-93d7-580f-be82-d122d7a525e0/full/600,/0/default.jpg",Willem de Kooning,1970
135,"The Quick and the Dead, 1950-55",1972,https://www.artic.edu/artworks/5716/the-quick-and-the-dead,"https://www.artic.edu/iiif/2/296cf96a-1b79-1d9c-236a-50077c61278b/full/600,/0/default.jpg",Ed Van Der Elsken,1950
136,"Desert Forms, 1957",1957,https://www.artic.edu/artworks/212760/desert-forms,"https://www.artic.edu/iiif/2/6c26e83f-0203-4acc-4b34-edcf38b80d4a/full/600,/0/default.jpg",Hughie Lee-Smith,1950
137,"Portrait of Sylvette David, 1954",1954,https://www.artic.edu/artworks/84239/portrait-of-sylvette-david,"https://www.artic.edu/iiif/2/872371ff-d773-f209-8062-7f88c95f2691/full/600,/0/default.jpg",Pablo Picasso,1950
138,"Composition in Brown, 1959",1959,https://www.artic.edu/artworks/11103/composition-in-brown,"https://www.artic.edu/iiif/2/193f501c-d953-1e78-b21c-91ec9a5212ef/full/600,/0/default.jpg",R. G. Gillet,1950
139,"Brilliant Yellow #9, 1964/65",1972,https://www.artic.edu/artworks/61748/brilliant-yellow-9,"https://www.artic.edu/iiif/2/2d384434-c049-7f51-ce4f-b03b8168154a/full/600,/0/default.jpg",Jo Baer,1960
140,"Four Mona Lisas, 1978",1978,https://www.artic.edu/artworks/229361/four-mona-lisas,"https://www.artic.edu/iiif/2/867641a6-6b70-ae7d-f3f8-e8210e56694e/full/600,/0/default.jpg",Andy Warhol,1970
141,"Popsicle Drips, from the series “Immediate Family”, 1985",1985,https://www.artic.edu/artworks/184386/popsicle-drips-from-the-series-immediate-family,"https://www.artic.edu/iiif/2/22cb5230-74df-1fb9-2b79-ba2c521fee72/full/600,/0/default.jpg",Sally Mann,1980
142,"Train Landscape, 1953",1953,https://www.artic.edu/artworks/185779/train-landscape,"https://www.artic.edu/iiif/2/0e4128b8-7ec7-11e7-5eed-4e9ebc9aa0a4/full/600,/0/default.jpg",Ellsworth Kelly,1950
143,"Artist’s Studio “Foot Medication”, 1974",1974,https://www.artic.edu/artworks/229363/artist-s-studio-foot-medication,"https://www.artic.edu/iiif/2/249173c2-0013-4624-211c-3e8fcf335048/full/600,/0/default.jpg",Roy Lichtenstein,1970
144,"Jill and Polly in the Bathroom, 1987",1987,https://www.artic.edu/artworks/184990/jill-and-polly-in-the-bathroom,"https://www.artic.edu/iiif/2/e8485ad2-9aed-979e-2ddb-c1f84fc02ef5/full/600,/0/default.jpg",Tina Barney,1980
145,"Invitation, 1963",1963,https://www.artic.edu/artworks/19269/invitation,"https://www.artic.edu/iiif/2/82a5c640-b997-b006-73d5-6425f158357e/full/600,/0/default.jpg",Arthur Thrall,1960
146,"Study for “Cité”: Brushstrokes Cut into Twenty Squares and Arranged by Chance, 1951",1951,https://www.artic.edu/artworks/155990/study-for-cite-brushstrokes-cut-into-twenty-squares-and-arranged-by-chance,"https://www.artic.edu/iiif/2/5c89c04b-4635-a709-45d1-7d3400bb371e/full/600,/0/default.jpg",Ellsworth Kelly,1950
147,"Lisa Lyon, Joshua Tree, 1980",1980,https://www.artic.edu/artworks/121125/lisa-lyon-joshua-tree,"https://www.artic.edu/iiif/2/75d5d547-eed5-ac4e-0bdb-0203ec82b3bd/full/600,/0/default.jpg",Robert Mapplethorpe,1980
148,"The Return of Odysseus (Homage to Pinturicchio and Benin), 1977",1977,https://www.artic.edu/artworks/93903/the-return-of-odysseus-homage-to-pinturicchio-and-benin,"https://www.artic.edu/iiif/2/42d31893-d3ff-3fbd-bd05-2e02b2162e07/full/600,/0/default.jpg",Romare Howard Bearden,1970
149,"Blood Pool, 1992",1992,https://www.artic.edu/artworks/122231/blood-pool,"https://www.artic.edu/iiif/2/53b3037a-2120-f21b-2e82-ffbbf4abfb7b/full/600,/0/default.jpg",Kiki Smith,1990
150,"Flicker and Gleam of Fire, 1959",1959,https://www.artic.edu/artworks/12084/flicker-and-gleam-of-fire,"https://www.artic.edu/iiif/2/06f2b204-c543-6836-0482-7ab52419ce0d/full/600,/0/default.jpg",Karl Schrag,1950
151,"After Egon Schiele, 1982",1982,https://www.artic.edu/artworks/185076/after-egon-schiele,"https://www.artic.edu/iiif/2/4eeeb144-bc65-9a5e-d1f8-6994098cfeb0/full/600,/0/default.jpg",Sherrie Levine,1980
152,"#352 Kashimagawa, 1998",1972,https://www.artic.edu/artworks/184293/352-kashimagawa,"https://www.artic.edu/iiif/2/1fb3588a-1bf6-ae2e-e6b6-221a7f3168c8/full/600,/0/default.jpg",Tokihiro Sato,1990
153,"Untitled, 1960",1960,https://www.artic.edu/artworks/23373/untitled,"https://www.artic.edu/iiif/2/1825cabc-8eb0-de0d-568d-b3110c67018e/full/600,/0/default.jpg",Lee Bontecou,1960
154,"Vincent and Tony, 1969",1969,https://www.artic.edu/artworks/34145/vincent-and-tony,"https://www.artic.edu/iiif/2/f1c1fd79-266b-26d8-3c14-ccb4cf3248a6/full/600,/0/default.jpg",Alex Katz,1960
155,"Road – Mesa with Mist, 1961",1961,https://www.artic.edu/artworks/158750/road-mesa-with-mist,"https://www.artic.edu/iiif/2/f6517995-3f7b-4499-1214-33496c4b471c/full/600,/0/default.jpg",Georgia O’Keeffe,1960
156,"It Was Yellow and Pink III, 1960",1960,https://www.artic.edu/artworks/70036/it-was-yellow-and-pink-iii,"https://www.artic.edu/iiif/2/5f158c2a-16e1-63ed-f4bb-f922f0b279a6/full/600,/0/default.jpg",Georgia O’Keeffe,1960
157,"Family of Robot: Baby, 1986",1986,https://www.artic.edu/artworks/117190/family-of-robot-baby,"https://www.artic.edu/iiif/2/2a613310-a4c1-db1b-79ab-29ea971f1d69/full/600,/0/default.jpg",Nam June Paik,1980
158,"Portrait of Mary Block, 1955–57",1972,https://www.artic.edu/artworks/9516/portrait-of-mary-block,"https://www.artic.edu/iiif/2/be112b4c-4249-4391-8445-a7d871cf6514/full/600,/0/default.jpg",Ivan Albright,1950
159,"Ice (1), 1989",1989,https://www.artic.edu/artworks/146994/ice-1,"https://www.artic.edu/iiif/2/b6647a72-7dd9-6ebe-779c-bec46e0901d8/full/600,/0/default.jpg",Gerhard Richter,1980
160,"1951-52, 1951/52",1972,https://www.artic.edu/artworks/15569/1951-52,"https://www.artic.edu/iiif/2/fe68289b-d212-899e-86dd-c8c485ec77c6/full/600,/0/default.jpg",Clyfford Still,1950
161,"Fireworks, 1958",1958,https://www.artic.edu/artworks/12152/fireworks,"https://www.artic.edu/iiif/2/2300d17c-3a48-b96d-cff2-98bf09758d66/full/600,/0/default.jpg",Stanley William Hayter,1950
162,"The Hand of Miles Davis, New York, 1986, printed 1992",1972,https://www.artic.edu/artworks/144819/the-hand-of-miles-davis-new-york,"https://www.artic.edu/iiif/2/887915a5-bd14-187e-b117-83a5f97032c8/full/600,/0/default.jpg",Irving Penn,1980
163,"“Untitled” (Last Light), 1993",1993,https://www.artic.edu/artworks/146922/untitled-last-light,"https://www.artic.edu/iiif/2/7aab871d-a507-3065-b62b-c178e1c83dac/full/600,/0/default.jpg",Felix Gonzalez-Torres,1990
164,"Touch, 2002",2002,https://www.artic.edu/artworks/184183/touch,"https://www.artic.edu/iiif/2/120fe578-8125-4802-7b50-611ea5736e22/full/600,/0/default.jpg",Janine Antoni,2000
165,"The Loop: Chicago, 1958",1958,https://www.artic.edu/artworks/11856/the-loop-chicago,"https://www.artic.edu/iiif/2/2411f43a-677a-8e6d-7823-d4a3f1353c3e/full/600,/0/default.jpg",Ray Krueger Metzker,1950
166,"Woman with Dog (Frau mit Hund), 2004",2004,https://www.artic.edu/artworks/229376/woman-with-dog-frau-mit-hund,"https://www.artic.edu/iiif/2/928c9826-374f-4b5e-48ea-2550b5555d58/full/600,/0/default.jpg",Katharina Fritsch,2000
167,"Sanctuary, 1982",1982,https://www.artic.edu/artworks/99512/sanctuary,"https://www.artic.edu/iiif/2/2e318880-2be0-a036-4e37-b15ac0b9752b/full/600,/0/default.jpg",Martin Puryear,1980
168,"Maquette for Richard J. Daley Center Sculpture, 1964",1964,https://www.artic.edu/artworks/25809/maquette-for-richard-j-daley-center-sculpture,"https://www.artic.edu/iiif/2/6d377b31-7429-8d65-b6c4-51b6345e878a/full/600,/0/default.jpg",Pablo Picasso,1960
169,"Alphabet, 1959",1959,https://www.artic.edu/artworks/229353/alphabet,"https://www.artic.edu/iiif/2/565827a7-d635-59fb-f10b-7158a99733c5/full/600,/0/default.jpg",Jasper Johns,1950
170,"Painting, 1952",1952,https://www.artic.edu/artworks/102581/painting,"https://www.artic.edu/iiif/2/54a90528-63ed-1591-e3eb-2113109fc747/full/600,/0/default.jpg",Franz Kline,1950
171,"De la nada vida a la nada muerte, 1965",1965,https://www.artic.edu/artworks/25671/de-la-nada-vida-a-la-nada-muerte,"https://www.artic.edu/iiif/2/4e80023a-aff6-9b82-b1cd-0d8325e3f783/full/600,/0/default.jpg",Frank Stella,1960
172,"Le Couple, 1952",1952,https://www.artic.edu/artworks/3164/le-couple,"https://www.artic.edu/iiif/2/051e714f-e8b8-ff0a-56c3-280a294ffbdb/full/600,/0/default.jpg",Stanley William Hayter,1950
173,"Untitled, 1969",1969,https://www.artic.edu/artworks/66738/untitled,"https://www.artic.edu/iiif/2/13be479e-5d10-f3f8-a3d1-405d97229f99/full/600,/0/default.jpg",Mark Rothko,1960
174,"Table with Pink Tablecloth, 1964",1964,https://www.artic.edu/artworks/146901/table-with-pink-tablecloth,"https://www.artic.edu/iiif/2/5633ea1c-9983-cff2-a5b1-5faf86e42669/full/600,/0/default.jpg",Richard Artschwager,1960
175,"Ice (2), 1989",1989,https://www.artic.edu/artworks/146995/ice-2,"https://www.artic.edu/iiif/2/07783936-58fb-859d-9350-fb600510177a/full/600,/0/default.jpg",Gerhard Richter,1980
176,"Red Plank, 1969",1969,https://www.artic.edu/artworks/33775/red-plank,"https://www.artic.edu/iiif/2/1aa8aac2-ae61-bd11-9b29-69aefcdf7a87/full/600,/0/default.jpg",John McCracken,1960
177,"Mid American, 1969",1969,https://www.artic.edu/artworks/34149/mid-american,"https://www.artic.edu/iiif/2/3c8a4360-27d8-bba2-a434-8b04dbe3f829/full/600,/0/default.jpg",Ed Paschke,1960
178,"Good Boy Bad Boy, 1985",1985,https://www.artic.edu/artworks/146915/good-boy-bad-boy,"https://www.artic.edu/iiif/2/4a8410d6-7554-80a5-a65d-bf59c7afa166/full/600,/0/default.jpg",Bruce Nauman,1980
179,"The Second Part of the Return from Parnassus, 1961",1961,https://www.artic.edu/artworks/186050/the-second-part-of-the-return-from-parnassus,"https://www.artic.edu/iiif/2/399e47c4-624e-1fe8-00c4-ef360312f449/full/600,/0/default.jpg",Cy Twombly,1960
180,"Eviscerated Corpse, 1989",1989,https://www.artic.edu/artworks/146512/eviscerated-corpse,"https://www.artic.edu/iiif/2/93e5ef51-348c-bde4-f0f7-7431809fef0e/full/600,/0/default.jpg",Mike Kelley,1980
181,"Hat Rack, 1916/1964",1972,https://www.artic.edu/artworks/73661/hat-rack,"https://www.artic.edu/iiif/2/d22ef1f8-7665-c349-2d6e-3085a288eb8e/full/600,/0/default.jpg",Marcel Duchamp,1910
182,"Three Wine Glasses and House, 1977",1977,https://www.artic.edu/artworks/149995/three-wine-glasses-and-house,"https://www.artic.edu/iiif/2/e34cbd06-4fef-0d60-968e-46e85258b3bc/full/600,/0/default.jpg",Janet Fish,1970
183,"Bad Times, 1970",1970,https://www.artic.edu/artworks/118569/bad-times,"https://www.artic.edu/iiif/2/2ba52998-3adf-80e3-8efb-54dd9d83b5cd/full/600,/0/default.jpg",Philip Guston,1970
184,"Clothespin, 1975",1975,https://www.artic.edu/artworks/109915/clothespin,"https://www.artic.edu/iiif/2/daae5ff6-e38a-19bc-78e6-d9134a527af5/full/600,/0/default.jpg",Claes Oldenburg,1970
185,"Alex, 1991",1991,https://www.artic.edu/artworks/144814/alex,"https://www.artic.edu/iiif/2/35bd0b59-ba23-b13d-ebc8-75388610b344/full/600,/0/default.jpg",Chuck Close,1990
186,"Self-Portrait, 2001",2001,https://www.artic.edu/artworks/180752/self-portrait,"https://www.artic.edu/iiif/2/14d34b5a-5372-f7d4-6643-9ab34d55a8ba/full/600,/0/default.jpg",Chuck Close,2000
187,"Confrontation at the Bridge, 1975",1975,https://www.artic.edu/artworks/189201/confrontation-at-the-bridge,"https://www.artic.edu/iiif/2/ce327757-aad3-66b0-7230-da6e0e0f7b12/full/600,/0/default.jpg",Jacob Lawrence,1970
188,"Christa and Wolfi, 1964",1964,https://www.artic.edu/artworks/93344/christa-and-wolfi,"https://www.artic.edu/iiif/2/5ac548fe-ae9c-f234-e7e0-e0a4e6dac669/full/600,/0/default.jpg",Gerhard Richter,1960
189,"Ronald Fisher, Beekeeper, Davis, California, May 9, 1981, printed 1985",1972,https://www.artic.edu/artworks/120869/ronald-fisher-beekeeper-davis-california,"https://www.artic.edu/iiif/2/41f9a984-5c5b-bc7d-09d7-9b6fe0f348c9/full/600,/0/default.jpg",Richard Avedon,1980
190,"Pray for These Little Ones (Perforce They Live Together), 1973–74",1972,https://www.artic.edu/artworks/93803/pray-for-these-little-ones-perforce-they-live-together,"https://www.artic.edu/iiif/2/bbbedb77-ff47-4c12-d1c2-e94499bb6ae2/full/600,/0/default.jpg",Ivan Albright,1970
191,"Isaku Yanaihara, 1956",1956,https://www.artic.edu/artworks/9530/isaku-yanaihara,"https://www.artic.edu/iiif/2/971c3cc0-b3c2-328a-8ee7-23254b43baac/full/600,/0/default.jpg",Alberto Giacometti,1950
192,"Screamin’ Jay Hawkins, 1968",1968,https://www.artic.edu/artworks/109886/screamin-jay-hawkins,"https://www.artic.edu/iiif/2/408a289f-593e-6abc-33d5-7b4bccdec9be/full/600,/0/default.jpg",Karl Wirsum,1960
193,"Official Welcome, 2003",2003,https://www.artic.edu/artworks/193360/official-welcome,"https://www.artic.edu/iiif/2/5bceaa63-3ef8-2ab1-256b-32742b131aa9/full/600,/0/default.jpg",Andrea Fraser,2000
194,"Quiet Blue, 1960",1960,https://www.artic.edu/artworks/12001/quiet-blue,"https://www.artic.edu/iiif/2/a218ffae-1a4e-2ff4-97b8-ab6e6d91728d/full/600,/0/default.jpg",Rainey Bennett,1960
195,"Venise, 1959",1959,https://www.artic.edu/artworks/14787/venise,"https://www.artic.edu/iiif/2/4faadcdc-e9fa-bd6c-44c2-cb4dec9ba4b1/full/600,/0/default.jpg",Robert Lapoujade,1950
196,"Streetcar, 1951",1951,https://www.artic.edu/artworks/109274/streetcar,"https://www.artic.edu/iiif/2/4ff3e0f8-9c33-a8f8-6f4c-be4cd6c8f30a/full/600,/0/default.jpg",Alexander Calder,1950
197,"New York, 1950",1950,https://www.artic.edu/artworks/2976/new-york,"https://www.artic.edu/iiif/2/0ff8f970-b82d-ef35-1c5e-99cc6e022d89/full/600,/0/default.jpg",Aaron Siskind,1950
198,"Above the Earth, 1953",1953,https://www.artic.edu/artworks/79598/above-the-earth,"https://www.artic.edu/iiif/2/f8715f4b-1a10-4e55-d7a9-2d80d1d76f4a/full/600,/0/default.jpg",Mark Tobey,1950
199,"The Kiss (Bela Lugosi), 1963",1963,https://www.artic.edu/artworks/69013/the-kiss-bela-lugosi,"https://www.artic.edu/iiif/2/23bb6125-d75b-1648-dc91-8c2a45ed3d88/full/600,/0/default.jpg",Andy Warhol,1960
200,"Ann-In Memory, October 8, 1954",1954,https://www.artic.edu/artworks/99790/ann-in-memory,"https://www.artic.edu/iiif/2/9b6e796a-a237-00e1-6a9e-df2739c9c243/full/600,/0/default.jpg",Joseph Cornell,1950
201,"Tableau Vert, 1952",1952,https://www.artic.edu/artworks/198303/tableau-vert,"https://www.artic.edu/iiif/2/019be102-5584-b599-4e81-782a2dba1789/full/600,/0/default.jpg",Ellsworth Kelly,1950
202,"The Vision, 1956",1956,https://www.artic.edu/artworks/11814/the-vision,"https://www.artic.edu/iiif/2/b668cd51-b9f7-3575-d9f7-e47c4630c3fb/full/600,/0/default.jpg",Mauricio Lasansky,1950
203,"Blue Rhythm, 1950",1950,https://www.artic.edu/artworks/76910/blue-rhythm,"https://www.artic.edu/iiif/2/ea477dec-6862-82f7-b907-b5d16a02897c/full/600,/0/default.jpg",Hans Hofmann,1950
204,"Marilyn Monroe (Marilyn), 1967",1967,https://www.artic.edu/artworks/150052/marilyn-monroe-marilyn,"https://www.artic.edu/iiif/2/5a377db1-d100-0f0c-6b46-fa7440a92245/full/600,/0/default.jpg",Andy Warhol,1960
205,"Towards Identity, 1970",1970,https://www.artic.edu/artworks/154129/towards-identity,"https://www.artic.edu/iiif/2/ae9da2f7-4caf-6fde-885e-b56b0ff1e6c0/full/600,/0/default.jpg",Nelson Stevens,1970
206,"Two Japanese Wrestlers by a Sink, 1983/87",1972,https://www.artic.edu/artworks/70185/two-japanese-wrestlers-by-a-sink,"https://www.artic.edu/iiif/2/ee59c1e1-c464-8f95-2e40-6daedf237e48/full/600,/0/default.jpg",Lucian Freud,1980
207,"Sifnos, 1956",1956,https://www.artic.edu/artworks/8058/sifnos,"https://www.artic.edu/iiif/2/c274a9dc-0ef9-a0b4-1e6f-64a56efab787/full/600,/0/default.jpg",Dimitrios Harissiadis,1950
208,"From a Day with Juan IV, 1977",1977,https://www.artic.edu/artworks/70038/from-a-day-with-juan-iv,"https://www.artic.edu/iiif/2/9a342ab4-d9a6-1187-9fe8-54886fd45620/full/600,/0/default.jpg",Georgia O’Keeffe,1970
209,"Mrs. Wolleh with Children (Frau Wolleh mit Kindern), 1967",1967,https://www.artic.edu/artworks/147002/mrs-wolleh-with-children-frau-wolleh-mit-kindern,"https://www.artic.edu/iiif/2/38384f8b-a065-0064-9eb7-c47e57b63b38/full/600,/0/default.jpg",Gerhard Richter,1960
210,"Cakes No. 1, 1967",1972,https://www.artic.edu/artworks/36351/cakes-no-1,"https://www.artic.edu/iiif/2/653be4cb-0d0d-4137-fcb2-2488a95e3843/full/600,/0/default.jpg",Wayne Thiebaud,1960
211,"Candle (Kerze), 1982",1982,https://www.artic.edu/artworks/146999/candle-kerze,"https://www.artic.edu/iiif/2/151932ad-188a-1a3f-9fcc-922dad1564a7/full/600,/0/default.jpg",Gerhard Richter,1980
212,"Maggie’s Brain, 1995",1995,https://www.artic.edu/artworks/145289/maggie-s-brain,"https://www.artic.edu/iiif/2/bf3537d3-21ee-ae1e-a13f-631afb0263d0/full/600,/0/default.jpg",Christopher Wool,1990
213,"It’s a New Age, 1992",1992,https://www.artic.edu/artworks/185561/it-s-a-new-age,"https://www.artic.edu/iiif/2/ae116aa2-35d0-81ba-1ac6-da86dae5f12a/full/600,/0/default.jpg",Sue Williams,1990
214,"Reasons for Knocking at an Empty House, 1982",1982,https://www.artic.edu/artworks/122701/reasons-for-knocking-at-an-empty-house,"https://www.artic.edu/iiif/2/1f7d5a96-374e-7b7a-f2c2-1b92093f54b3/full/600,/0/default.jpg",Bill Viola,1980
215,"Homage to the Square: Light Passage, 1956",1956,https://www.artic.edu/artworks/5569/homage-to-the-square-light-passage,"https://www.artic.edu/iiif/2/e81e3afd-69a7-915d-d93d-4b1c2ab91bfe/full/600,/0/default.jpg",Josef Albers,1950
216,"Rochas Mermaid Dress (Lisa Fonssagrives-Penn), Paris, 1950, printed June 1979",1972,https://www.artic.edu/artworks/144834/rochas-mermaid-dress-lisa-fonssagrives-penn-paris,"https://www.artic.edu/iiif/2/ea598ea2-d09d-3cfd-990b-2476ecfb267f/full/600,/0/default.jpg",Irving Penn,1950
217,"The Builders, 1974",1974,https://www.artic.edu/artworks/189200/the-builders,"https://www.artic.edu/iiif/2/ca2955ea-2579-921f-6a2c-50e7c6492040/full/600,/0/default.jpg",Jacob Lawrence,1970
218,"Phat Free, 1995/99",1972,https://www.artic.edu/artworks/185068/phat-free,"https://www.artic.edu/iiif/2/9b391458-4c30-6d0d-94a8-446fd0a1c9c4/full/600,/0/default.jpg",David Hammons,1990
219,"Row of Ties, 1969",1969,https://www.artic.edu/artworks/48506/row-of-ties,"https://www.artic.edu/iiif/2/5bc13eb5-3406-9b7e-db22-360d8dbb8428/full/600,/0/default.jpg",Wayne Thiebaud,1960
220,"Flowers, 1964",1964,https://www.artic.edu/artworks/229355/flowers,"https://www.artic.edu/iiif/2/9a9737e3-c296-a2b5-4d76-d88f50a61ff8/full/600,/0/default.jpg",Andy Warhol,1960
221,"Automarionette, c. 1987",1987,https://www.artic.edu/artworks/193266/automarionette,"https://www.artic.edu/iiif/2/51d0143b-bf51-327c-5420-2532cb23b801/full/600,/0/default.jpg",Diller + Scofidio,1980
222,"Untitled, 1983",1983,https://www.artic.edu/artworks/184213/untitled,"https://www.artic.edu/iiif/2/fc4b082e-f579-2f05-6bd5-2fb00485698f/full/600,/0/default.jpg",David Wojnarowicz,1980
223,"Nightclouds and Reverie, 1958",1958,https://www.artic.edu/artworks/12085/nightclouds-and-reverie,"https://www.artic.edu/iiif/2/90b38bac-e8ed-51c0-5c30-b40a435df592/full/600,/0/default.jpg",Karl Schrag,1950
224,"Dancers, New York, 1956, printed 1982",1972,https://www.artic.edu/artworks/73903/dancers-new-york,"https://www.artic.edu/iiif/2/94192ff5-ba31-fdc9-609b-aaf9e17b6bef/full/600,/0/default.jpg",Roy DeCarava,1950
225,"Untitled Film Still #56, 1980",1972,https://www.artic.edu/artworks/72442/untitled-film-still-56,"https://www.artic.edu/iiif/2/7a4b9f82-ff54-4cac-e1e6-36aa87c636b3/full/600,/0/default.jpg",Cindy Sherman,1980
226,"Rover Car Chair, 1981",1981,https://www.artic.edu/artworks/193864/rover-car-chair,"https://www.artic.edu/iiif/2/ce2ad049-efcb-dd26-5cf7-1d17d9d673bf/full/600,/0/default.jpg",Ron Arad,1980
227,"Christ and the Lamb, 1988",1988,https://www.artic.edu/artworks/229372/christ-and-the-lamb,"https://www.artic.edu/iiif/2/cae666d2-7dd8-5877-c8c1-ac767235cf74/full/600,/0/default.jpg",Jeff Koons,1980
228,"“Untitled” (Silver Beach), 1990",1990,https://www.artic.edu/artworks/184373/untitled-silver-beach,"https://www.artic.edu/iiif/2/b27ecf24-20ac-ba02-90eb-0e3ec6522fc9/full/600,/0/default.jpg",Felix Gonzalez-Torres,1990
229,"Brilliant Gloom, 2004",2004,https://www.artic.edu/artworks/186382/brilliant-gloom,"https://www.artic.edu/iiif/2/7455f781-559f-86cb-3485-38759127e103/full/600,/0/default.jpg",Michael Raedecker,2000
230,"Western Industrial, 1955",1955,https://www.artic.edu/artworks/93789/western-industrial,"https://www.artic.edu/iiif/2/8b80ad4c-3e99-5f2f-c799-89432b5ff954/full/600,/0/default.jpg",Charles Sheeler,1950
231,"Southam Street, North Kensington, IH 22, c. mid 1950s",1972,https://www.artic.edu/artworks/7510/southam-street-north-kensington-ih-22,"https://www.artic.edu/iiif/2/5501b7d6-19ff-8f95-948c-b96625fa4ddc/full/600,/0/default.jpg",Roger Mayne,1950
